;Arpes occ;Arpes tot
-11.80078125;9.27311371689041E-08;1.9416587282826E-07
-11.7984375;9.7520176054282E-08;2.03124101396079E-07
-11.79609375;1.02453969736372E-07;2.1229643091673E-07
-11.79375;1.07530044236044E-07;2.21678148783127E-07
-11.79140625;1.12745849888389E-07;2.31264431823646E-07
-11.7890625;1.18098757586201E-07;2.41050341896514E-07
-11.78671875;1.2358606401251E-07;2.51030832648904E-07
-11.784375;1.29204993545335E-07;2.61200754828313E-07
-11.78203125;1.34952698412351E-07;2.71554854770832E-07
-11.7796875;1.40826257601917E-07;2.8208777539399E-07
-11.77734375;1.46822682389982E-07;2.92794064724248E-07
-11.775;1.52938916614143E-07;3.03668175155118E-07
-11.77265625;1.59171837858037E-07;3.14704466969372E-07
-11.7703125;1.65518259055618E-07;3.25897212292995E-07
-11.76796875;1.71974928889806E-07;3.37240594586052E-07
-11.765625;1.78538537119831E-07;3.4872871693253E-07
-11.76328125;1.85205714108035E-07;3.60355604032393E-07
-11.7609375;1.9197303136365E-07;3.72115200712888E-07
-11.75859375;1.98837003337688E-07;3.8400137767381E-07
-11.75625;2.05794093857479E-07;3.96007939447616E-07
-11.75390625;2.1284071177016E-07;4.08128619920138E-07
-11.7515625;2.19973216141879E-07;4.20357089920247E-07
-11.74921875;2.27187917822671E-07;4.32686960157628E-07
-11.746875;2.34481083027877E-07;4.45111787267102E-07
-11.74453125;2.41848929497144E-07;4.57625067570075E-07
-11.7421875;2.49287636387716E-07;4.70220253839874E-07
-11.73984375;2.56793340795292E-07;4.82890749342949E-07
-11.7375;2.64362140475875E-07;4.95629913588123E-07
-11.73515625;2.7199009728678E-07;5.08431066123443E-07
-11.7328125;2.79673240904407E-07;5.21287493422988E-07
-11.73046875;2.87407565423928E-07;0.0000005341924455282
-11.728125;2.95189036182605E-07;5.47139144028458E-07
-11.72578125;3.03013591827553E-07;5.60120788283377E-07
-11.7234375;3.10877144605251E-07;5.73130553779725E-07
-11.72109375;3.18775581759627E-07;5.86161596085648E-07
-11.71875;3.26704769761719E-07;5.99207058213497E-07
-11.71640625;3.34660556338214E-07;6.1226007167045E-07
-11.7140625;3.42638772357565E-07;6.25313760741448E-07
-11.71171875;3.5063523285889E-07;6.38361246411437E-07
-11.709375;3.5864574007253E-07;6.51395647993972E-07
-11.70703125;3.66666086794318E-07;6.64410089869575E-07
-11.7046875;3.74692058466901E-07;6.77397705943036E-07
-11.70234375;3.82719433356245E-07;6.90351638042417E-07
-11.7;3.90743984709061E-07;7.03265041777781E-07
-11.69765625;3.98761487838266E-07;7.1613109497173E-07
-11.6953125;4.06767716313948E-07;7.28942994370235E-07
-11.69296875;4.14758447246116E-07;7.41693962708236E-07
-11.690625;4.22729463137874E-07;7.54377251878476E-07
-11.68828125;4.30676556407274E-07;7.66986150308733E-07
-11.6859375;4.38595524800047E-07;7.79513975132761E-07
-11.68359375;4.46482182776981E-07;7.91954091083142E-07
-11.68125;0.0000004543323572558;8.04299903016884E-07
-11.67890625;4.62141890849706E-07;8.16544862326418E-07
-11.6765625;4.69906645851541E-07;8.28682471211495E-07
-11.67421875;4.77622507639504E-07;8.40706288577094E-07
-11.671875;4.85285381350297E-07;8.52609927183354E-07
-11.66953125;4.92891199365108E-07;8.64387061281838E-07
-11.6671875;5.00435922956866E-07;8.76031433023538E-07
-11.66484375;5.07915542170149E-07;8.87536849466743E-07
-11.6625;5.15326078841149E-07;8.9889718807884E-07
-11.66015625;5.22663588547912E-07;9.10106401854672E-07
-11.6578125;5.29924164525943E-07;9.21158521084733E-07
-11.65546875;5.3710393843353E-07;9.32047656909527E-07
-11.653125;5.44199081251029E-07;9.42768004749361E-07
-11.65078125;5.51205807019898E-07;9.53313845895807E-07
-11.6484375;5.58120374702896E-07;9.63679552387276E-07
-11.64609375;5.64939091163439E-07;9.7385959243643E-07
-11.64375;5.71658310761809E-07;9.83848526970945E-07
-11.64140625;5.78274437019197E-07;9.93641015488762E-07
-11.6390625;5.84783929492289E-07;1.00323182305008E-06
-11.63671875;5.91183300029792E-07;0.0000010126158171607
-11.634375;5.97469117199797E-07;1.02178797306533E-06
-11.63203125;6.03638007819719E-07;1.03074337630827E-06
-11.6296875;6.09686661616577E-07;1.03947722968926E-06
-11.62734375;6.15611825230677E-07;1.04798484332819E-06
-11.625;6.21410314269616E-07;1.05626165404616E-06
-11.62265625;6.27079007374996E-07;1.06430321538275E-06
-11.6203125;6.32614849818196E-07;1.07210520364141E-06
-11.61796875;6.38014856814368E-07;1.07966342132301E-06
-11.615625;6.43276115781325E-07;1.08697380077662E-06
-11.61328125;6.48395783060231E-07;1.09403240123461E-06
-11.6109375;6.53371090399759E-07;1.10083541448858E-06
-11.60859375;6.58199346224639E-07;1.10737917056175E-06
-11.60625;6.62877934098195E-07;1.11366013236418E-06
-11.60390625;6.67404316489079E-07;1.11967490119227E-06
-11.6015625;6.71776034177345E-07;1.12542021934508E-06
-11.59921875;6.75990710887339E-07;1.13089297093089E-06
-11.596875;6.80046052679461E-07;1.13609018384267E-06
-11.59453125;6.83939847493438E-07;1.14100903142337E-06
-11.5921875;6.87669969561658E-07;1.14564683330421E-06
-11.58984375;6.91234378345468E-07;1.15000105735738E-06
-11.5875;6.94631122669045E-07;1.15406932488366E-06
-11.58515625;6.9785833809222E-07;1.15784940445797E-06
-11.5828125;7.0091424812485E-07;1.16133921708654E-06
-11.58046875;7.0379717003183E-07;0.0000011645368402214
-11.578125;7.0650551036335E-07;1.16744050434269E-06
-11.57578125;7.09037768070249E-07;1.17004859521602E-06
-11.5734375;7.11392535069715E-07;1.17235965549771E-06
-11.57109375;7.13568500367226E-07;1.17437238975251E-06
-11.56875;7.1556444214992E-07;1.17608565199549E-06
-11.56640625;7.17379239712638E-07;1.17749846441783E-06
-11.5640625;7.19011865671116E-07;1.17861000416404E-06
-11.56171875;7.20461388854953E-07;1.17941960863879E-06
-11.559375;7.21726976769918E-07;1.17992677645759E-06
-11.55703125;7.22807895788992E-07;1.18013116884193E-06
-11.5546875;7.23703507808758E-07;1.18003260547955E-06
-11.55234375;7.24413274892602E-07;1.17963106747844E-06
-11.55;7.24936759988287E-07;1.17892670177187E-06
-11.54765625;7.25273622797184E-07;1.17791981242983E-06
-11.5453125;7.25423624629606E-07;1.17661086626626E-06
-11.54296875;7.25386624178981E-07;1.17500049109954E-06
-11.540625;7.25162582729718E-07;1.17308947630285E-06
-11.53828125;7.24751561586954E-07;1.17087877157669E-06
-11.5359375;7.24153719793038E-07;0.0000011683694868441
-11.53359375;7.23369319070477E-07;1.16556289191596E-06
-11.53125;7.22398719168321E-07;1.16246041432714E-06
-11.52890625;7.21242382481707E-07;1.15906364443291E-06
-11.5265625;7.19900869568101E-07;1.15537432628307E-06
-11.52421875;7.18374838983509E-07;1.15139436040839E-06
-11.521875;7.16665051606644E-07;1.14712580618889E-06
-11.51953125;7.14772365686223E-07;1.14257087628891E-06
-11.5171875;7.12697737747457E-07;1.13773193664262E-06
-11.51484375;7.10442222036166E-07;1.13261150568794E-06
-11.5125;7.08006974071373E-07;1.12721225802984E-06
-11.51015625;7.05393240059566E-07;1.12153700883936E-06
-11.5078125;7.02602369112573E-07;1.11558873144879E-06
-11.50546875;6.99635802744557E-07;1.10937054134644E-06
-11.503125;6.96495077209831E-07;1.10288569974227E-06
-11.50078125;6.93181824536687E-07;1.09613761233935E-06
-11.4984375;6.8969777122365E-07;0.0000010891298284566
