;Arpes occ;Arpes tot
-7.2609375;1.23204174258045E-06;1.59250168059899E-06
-7.25859375;0.0000012542979847169;1.62211587081311E-06
-7.25625;1.27649343717223E-06;1.65165392919479E-06
-7.25390625;0.0000012986162968929;1.68110017574076E-06
-7.2515625;1.32065478514835E-06;1.71043896312037E-06
-7.24921875;1.34259715228881E-06;1.73965468215858E-06
-7.246875;1.36443168654836E-06;1.76873177592407E-06
-7.24453125;1.38614671877386E-06;1.79765474125442E-06
-7.2421875;0.0000014077306291033;1.82640814281569E-06
-7.23984375;1.42917185416516E-06;1.85497661762582E-06
-7.2375;1.45045889419555E-06;1.88334488918421E-06
-7.23515625;1.47158031697504E-06;0.0000019114977690116
-7.2328125;1.49252476691407E-06;1.93942016969042E-06
-7.23046875;1.51328096921288E-06;1.96709711062708E-06
-7.228125;1.53383773852092E-06;1.99451373073358E-06
-7.22578125;0.0000015541839835408;2.02165529095233E-06
-7.2234375;1.57430871314171E-06;2.04850718586311E-06
-7.22109375;1.59420104331064E-06;2.07505495123191E-06
-7.21875;1.61385020360488E-06;2.10128427131862E-06
-7.21640625;1.63324554249937E-06;2.12718098939338E-06
-7.2140625;1.65237653376802E-06;2.15273111234602E-06
-7.21171875;1.67123278254159E-06;2.17792082021653E-06
-7.209375;1.68980403070453E-06;2.20273647470499E-06
-7.20703125;1.70808016367521E-06;2.22716462483922E-06
-7.2046875;1.72605121499611E-06;2.25119201610336E-06
-7.20234375;1.74370737273172E-06;2.27480559751921E-06
-7.2;1.76103898550506E-06;2.29799252838235E-06
-7.19765625;1.77803656721173E-06;0.0000023207401875812
-7.1953125;1.79469080283891E-06;2.34303617805006E-06
-7.19296875;1.81099255434093E-06;2.36486833585169E-06
-7.190625;1.82693286415244E-06;2.38622473475452E-06
-7.18828125;1.84250296309209E-06;2.40709369767436E-06
-7.1859375;1.85769427313614E-06;2.42746379723105E-06
-7.18359375;1.87249841291836E-06;2.44732386713329E-06
-7.18125;1.88690720326135E-06;2.46666300487157E-06
-7.17890625;0.000001900912672546;2.48547058330055E-06
-7.1765625;1.91450705872303E-06;2.50373625024886E-06
-7.17421875;1.92768281714164E-06;2.52144993920546E-06
-7.171875;1.94043262192391E-06;2.53860187173364E-06
-7.16953125;1.95274937345974E-06;2.55518256844212E-06
-7.1671875;1.96462620007065E-06;0.0000025711828480842
-7.16484375;1.97605646278331E-06;2.58659383674996E-06
-7.1625;1.98703375960664E-06;2.60140697219778E-06
-7.16015625;1.99755192951417E-06;2.61561400845701E-06
-7.1578125;0.0000020076050555817;2.62920702220596E-06
-7.15546875;2.01718746919609E-06;2.64217841582073E-06
-7.153125;2.02629375297169E-06;2.65452092185393E-06
-7.15078125;2.03491874394317E-06;2.66622760925662E-06
-7.1484375;2.04305753745716E-06;2.67729188491183E-06
-7.14609375;2.05070548922928E-06;2.68770749931475E-06
-7.14375;2.05785821868267E-06;2.69746855032546E-06
-7.14140625;2.06451161205178E-06;2.70656948528216E-06
-7.1390625;2.07066182501118E-06;2.71500510791667E-06
-7.13671875;2.07630528349679E-06;2.72277057650545E-06
-7.134375;2.08143868876449E-06;2.72986141166916E-06
-7.13203125;0.0000020860590163853;2.73627349464658E-06
-7.1296875;2.09016352143239E-06;2.74200307595064E-06
-7.12734375;2.09374973771936E-06;2.74704677060437E-06
-7.125;2.09681548042231E-06;2.75140156642277E-06
-7.12265625;2.09935884768292E-06;2.75506482122634E-06
-7.1203125;2.10137822316454E-06;2.75803427039417E-06
-7.11796875;2.10287227418111E-06;2.76030802207036E-06
-7.115625;2.10383995625447E-06;2.76188456319644E-06
-7.11328125;2.10428051064283E-06;2.76276275738505E-06
-7.1109375;2.10419346872753E-06;2.76294185065061E-06
-7.10859375;2.10357864928689E-06;2.76242146656896E-06
-7.10625;2.10243616067433E-06;2.76120161018699E-06
-7.10390625;2.10076640025114E-06;2.75928266768432E-06
-7.1015625;2.09857005524079E-06;0.0000027566654058992
-7.09921875;2.09584810209668E-06;2.75335097397566E-06
-7.096875;2.09260180655678E-06;2.74934090142011E-06
-7.09453125;2.08883272311725E-06;0.000002744637097519
-7.0921875;0.0000020845426939654;2.73924185242358E-06
-7.08984375;2.07973384914033E-06;2.73315783372532E-06
-7.0875;2.07440860477016E-06;2.72638808728831E-06
-7.08515625;0.0000020685696625796;2.71893603525872E-06
-7.0828125;0.0000020622200082219;2.71080547333321E-06
-7.08046875;2.05536291108211E-06;2.70200057291653E-06
-7.078125;2.04800192030257E-06;2.69252587327338E-06
-7.07578125;2.04014086612557E-06;2.68238628464184E-06
-7.0734375;2.03178385481494E-06;2.67158708161826E-06
-7.07109375;2.02293526977874E-06;2.66013390541297E-06
-7.06875;2.01359976679911E-06;0.0000026480327551173
-7.06640625;2.00378227290302E-06;2.63528999006285E-06
-7.0640625;1.99348798326434E-06;2.62191232185455E-06
-7.06171875;1.98272236038585E-06;2.60790681667515E-06
-7.059375;1.97149112779151E-06;2.59328088550129E-06
-7.05703125;1.95980027091814E-06;2.57804228492848E-06
-7.0546875;1.94765603025451E-06;2.56219910952284E-06
-7.05234375;1.93506490179414E-06;2.54575979202608E-06
-7.05;0.0000019220336305453;0.0000025287330943789
-7.04765625;1.90856920848605E-06;2.51112810569498E-06
-7.0453125;0.0000018946788703484;2.49295423691119E-06
-7.04296875;1.88037008995223E-06;2.47422121513997E-06
-7.040625;0.000001865650576228;2.45493908032566E-06
-7.03828125;1.85052826909598E-06;0.0000024351181784673
-7.0359375;1.83501133509614E-06;2.41476915544642E-06
-7.03359375;1.81910816266531E-06;2.39390295394039E-06
-7.03125;1.80282735786567E-06;2.37253080370343E-06
-7.02890625;1.78617773995174E-06;2.35066421927338E-06
-7.0265625;1.76916833591441E-06;2.32831499171643E-06
-7.02421875;1.75180837603357E-06;2.30549518176605E-06
-7.021875;1.73410728932674E-06;2.28221711649019E-06
-7.01953125;1.71607469643069E-06;2.25849337787638E-06
-7.0171875;1.69772040716205E-06;0.0000022343368006202
-7.01484375;1.67905441195859E-06;2.20976046063776E-06
-7.0125;0.0000016600868794957;2.18477767324269E-06
-7.01015625;1.64082814822641E-06;0.0000021594019798496
-7.0078125;1.62128872243682E-06;2.13364714577566E-06
-7.00546875;1.60147926513495E-06;2.10752714853685E-06
-7.003125;1.58141059447005E-06;2.08105617469191E-06
-7.00078125;1.56109367406299E-06;0.0000020542486072112
-6.9984375;1.54053961047028E-06;2.02711902124034E-06
-6.99609375;1.51975964363586E-06;1.99968217328732E-06
-6.99375;1.49876514413616E-06;1.97195299632173E-06
-6.99140625;1.47756760338163E-06;1.94394658773148E-06
-6.9890625;0.0000014561786292511;0.000001915678203451
-6.98671875;1.43460993884743E-06;1.88716324915695E-06
-6.984375;1.41287335173103E-06;1.85841727033813E-06
-6.98203125;1.39098078362295E-06;1.82945594570352E-06
-6.9796875;0.000001368944239686;1.80029507777087E-06
-6.97734375;1.34677580723365E-06;1.77095058199158E-06
-6.975;1.32448764891716E-06;1.74143848136001E-06
-6.97265625;1.30209199604435E-06;1.71177489388089E-06
-6.9703125;1.27960114147053E-06;1.68197602619129E-06
-6.96796875;1.25702743261323E-06;1.65205816352079E-06
-6.965625;1.23438326394229E-06;1.62203765927713E-06
-6.96328125;1.21168107130808E-06;1.59193092920681E-06
-6.9609375;1.18893332215109E-06;1.56175443773743E-06
-6.95859375;1.16615251173619E-06;1.53152469280501E-06
-6.95625;1.14335115225175E-06;0.0000015012582328137
-6.95390625;1.12054176927604E-06;1.47097162123528E-06
-6.9515625;1.09773689116309E-06;1.44068143252934E-06
-6.94921875;1.07494904405433E-06;1.41040424730292E-06
-6.946875;1.05219074337425E-06;1.38015663907917E-06
-6.94453125;1.02947448817377E-06;1.34995516859622E-06
-6.9421875;1.00681275115495E-06;1.31981637040511E-06
-6.93984375;9.84217974562238E-07;1.28975674729664E-06
-6.9375;9.61702559706719E-07;1.25979275697066E-06
-6.93515625;9.39278863032152E-07;1.22994080690157E-06
-6.9328125;9.16959185665503E-07;1.20021724029039E-06
-6.93046875;8.94755768710724E-07;1.17063833045073E-06
-6.928125;8.7268078462154E-07;1.14122027011731E-06
-6.92578125;8.50746330353172E-07;1.11197916071679E-06
-6.9234375;8.28964420435552E-07;1.08293100577874E-06
-6.92109375;8.0734698023087E-07;1.05409170060464E-06
-6.91875;7.85905838183997E-07;1.02547702132912E-06
-6.91640625;7.64652718783575E-07;9.97102619001653E-07
-6.9140625;7.43599235959578E-07;9.68984007116668E-07
-6.91171875;7.22756886324567E-07;9.41136555274144E-07
-6.909375;7.02137042090407E-07;9.13575479500763E-07
-6.90703125;6.8175094383386E-07;8.86315831931214E-07
-6.9046875;6.61609695287114E-07;8.59372495019482E-07
-6.90234375;6.41724254192588E-07;8.32760169306267E-07
-6.9;6.22105428946318E-07;8.06493368518546E-07
-6.89765625;6.02763868488353E-07;7.80586407296192E-07
-6.8953125;5.83710059621503E-07;7.55053396744144E-07
-6.89296875;5.64954317184127E-07;7.29908231529416E-07
-6.890625;5.46506780542534E-07;7.05164586870645E-07
-6.88828125;5.28377405523632E-07;6.8083590550007E-07
-6.8859375;5.10575960371356E-07;6.56935394197984E-07
-6.88359375;4.93112017315977E-07;6.33476012281976E-07
-6.88125;0.0000004759949495479;6.10470467221764E-07
-6.87890625;4.59233922505619E-07;5.87931203710593E-07
-6.8765625;4.42837891384981E-07;5.6587039971415E-07
-6.87421875;4.26815592712604E-07;5.44299955877217E-07
-6.871875;4.11175541154701E-07;5.23231490880837E-07
-6.86953125;3.95926023424709E-07;5.02676334132466E-07
-6.8671875;3.81075092830741E-07;0.0000004826455174302
-6.86484375;3.6663056475497E-07;4.63149770153532E-07
-6.8625;3.52600012406993E-07;4.44199513148142E-07
-6.86015625;3.3899076084179E-07;4.25804849399386E-07
-6.8578125;3.25809883168933E-07;4.07975562004064E-07
-6.85546875;3.13064195743847E-07;3.90721104351779E-07
-6.853125;3.00760254413977E-07;3.74050597525833E-07
-6.85078125;2.88904350334637E-07;3.57972823763588E-07
-6.8484375;2.77502504914626E-07;3.42496219284765E-07
-6.84609375;2.66560468139458E-07;3.27628872742287E-07
-6.84375;2.56083712389833E-07;3.13378516856358E-07
-6.84140625;2.46077431516657E-07;2.99752526190743E-07
-6.8390625;2.36546534924945E-07;2.86757910421587E-07
-6.83671875;2.27495647195527E-07;2.74401312527303E-07
-6.834375;2.18929102325461E-07;2.62689001196852E-07
-6.83203125;2.1085094309922E-07;2.51626871246681E-07
-6.8296875;2.03264916945222E-07;2.41220435794895E-07
-6.82734375;1.96174475107948E-07;2.31474826164144E-07
-6.825;1.89582768392832E-07;2.22394785996563E-07
-6.82265625;1.83492647221645E-07;2.13984671220855E-07
-6.8203125;1.77906657420568E-07;2.06248443737384E-07
-6.81796875;1.7282704105734E-07;1.99189672057471E-07
-6.815625;1.68255732145528E-07;1.92811526245013E-07
-6.81328125;1.64194357789298E-07;1.87116778293327E-07
-6.8109375;1.60644235841155E-07;1.82107799504344E-07
-6.80859375;1.57606373624583E-07;1.77786557369932E-07
-6.80625;1.55081467800938E-07;1.74154616420836E-07
-6.80390625;1.53069904246214E-07;1.71213137423649E-07
-6.8015625;1.51571756588855E-07;1.68962873122738E-07
-6.79921875;1.50586786757489E-07;1.6740417185634E-07
-6.796875;1.50114444303878E-07;1.66536973543075E-07
-6.79453125;1.50153867938137E-07;1.66360812789231E-07
-6.7921875;1.50703885101684E-07;1.66874817420547E-07
-6.78984375;1.51763012001642E-07;1.68077707862176E-07
-6.7875;1.53329456233866E-07;1.69967800578242E-07
-6.78515625;1.55401115781754E-07;1.72543006403894E-07
-6.7828125;1.57975582255996E-07;1.75800833951942E-07
-6.78046875;1.61050140409816E-07;1.79738388640551E-07
-6.778125;1.64621771969708E-07;1.8435237684052E-07
-6.77578125;1.6868715496396E-07;1.89639105171859E-07
-6.7734375;1.73242668378466E-07;1.95594485955682E-07
-6.77109375;1.78284392292006E-07;2.02214036322297E-07
-6.76875;1.83808112230595E-07;2.09492883622615E-07
-6.76640625;1.8980932011134E-07;2.17425766505213E-07
-6.7640625;1.96283218922701E-07;2.26007040512906E-07
-6.76171875;2.03224724101881E-07;2.35230678768946E-07
-6.759375;2.10628468506283E-07;2.45090277576231E-07
-6.75703125;2.18488804060165E-07;2.55579059240336E-07
-6.7546875;2.26799807460664E-07;2.66689877506588E-07
-6.75234375;2.35555283233928E-07;2.78415222453204E-07
-6.75;2.44748767186725E-07;2.90747222729402E-07
-6.74765625;2.54373531365744E-07;3.03677652695856E-07
-6.7453125;2.6442258965603E-07;3.17197938952205E-07
-6.74296875;2.74888700615296E-07;3.31299162052397E-07
-6.740625;2.85764373557541E-07;3.4597206556466E-07
-6.73828125;2.97041872927511E-07;3.61207059760557E-07
-6.7359375;3.08713224763404E-07;3.76994230100583E-07
-6.73359375;3.20770221700161E-07;3.93323342900661E-07
-6.73125;3.33204427494193E-07;4.10183850269207E-07
-6.72890625;3.46007185227679E-07;4.2756489992865E-07
-6.7265625;3.5916962118042E-07;4.45455340427022E-07
-6.72421875;3.72682652834139E-07;4.63843730273579E-07
-6.721875;3.86536993967997E-07;4.82718343530219E-07
-6.71953125;4.0072316259708E-07;5.02067179343767E-07
-6.7171875;4.15231486165099E-07;5.21877968544263E-07
-6.71484375;4.3005211069243E-07;5.42138184620923E-07
-6.7125;4.45175005602563E-07;5.62835049022916E-07
-6.71015625;4.60589973230225E-07;5.83955541993871E-07
-6.7078125;4.76286654594736E-07;6.05486410856802E-07
-6.70546875;4.92254538650642E-07;6.27414180615962E-07
-6.703125;5.08482968578868E-07;6.49725160807962E-07
-6.70078125;5.24961151433598E-07;6.72405456856108E-07
-6.6984375;5.41678164320525E-07;6.95440978695563E-07
-6.69609375;5.58622965059489E-07;7.18817452589905E-07
-6.69375;5.75784399377796E-07;7.4252043034388E-07
-6.69140625;5.93151209112071E-07;7.66535298228034E-07
-6.6890625;6.10712041411096E-07;7.9084728894695E-07
-6.68671875;6.28455459356668E-07;8.15441494632182E-07
-6.684375;6.46369948211054E-07;8.40302872469378E-07
-6.68203125;6.64443926497657E-07;8.65416260145853E-07
-6.6796875;6.82665754208534E-07;8.90766384502301E-07
-6.67734375;7.01023743833329E-07;9.16337875086906E-07
-6.675;7.19506169237026E-07;9.42115274924709E-07
-6.67265625;7.38101273954648E-07;9.68083050311137E-07
-6.6703125;7.56797283649556E-07;9.94225605338952E-07
-6.66796875;7.75582413984286E-07;1.02052729253184E-06
-6.665625;7.94444882259952E-07;1.04697242609497E-06
-6.66328125;8.13372916226539E-07;1.07354529260433E-06
-6.6609375;8.32354765667206E-07;1.10023016404898E-06
-6.65859375;8.51378711421037E-07;0.0000011270113100504
-6.65625;8.70433077854004E-07;1.15387301263615E-06
-6.65390625;8.89506241206137E-07;1.18079957532303E-06
-6.6515625;9.08586642240321E-07;1.20777533871372E-06
-6.64921875;9.27662795514967E-07;1.23478469223789E-06
-6.646875;9.46723301820478E-07;1.26181208913793E-06
-6.64453125;9.65756857454795E-07;1.28884205661834E-06
-6.6421875;9.84752266595802E-07;1.31585921070394E-06
-6.63984375;1.00369845152385E-06;1.34284826977393E-06
-6.6375;1.02258446441956E-06;1.36979406740917E-06
-6.63515625;1.04139949826106E-06;1.39668156665462E-06
-6.6328125;1.06013289829935E-06;1.42349587236529E-06
-6.63046875;1.07877417282958E-06;1.45022224528878E-06
-6.628125;1.09731300598531E-06;1.47684611773267E-06
-6.62578125;1.11573926719016E-06;1.50335310277391E-06
-6.6234375;1.13404302449059E-06;1.52972901250542E-06
-6.62109375;1.15221455482458E-06;1.55595986912618E-06
-6.61875;0.0000011702443565196;1.58203192033854E-06
-6.61640625;1.18812316032202E-06;0.0000016079316522263
-6.6140625;1.20584194096641E-06;1.63364580367213E-06
-6.61171875;1.22339192914195E-06;1.65916137937184E-06
-6.609375;1.24076462289507E-06;1.68446566521731E-06
-6.60703125;1.25795179979224E-06;1.70954624179198E-06
-6.6046875;1.27494552780113E-06;0.0000017343909974783
-6.60234375;1.29173817790386E-06;1.75898814274355E-06
-6.6;1.30832243454586E-06;1.78332622415942E-06
-6.59765625;1.32469130933201E-06;1.80739413954617E-06
-6.5953125;1.34083815040096E-06;1.83118114962801E-06
-6.59296875;1.35675665558878E-06;1.85467689302204E-06
-6.590625;1.37244088399374E-06;1.87787140060243E-06
-6.58828125;1.38788526697701E-06;1.90075510924097E-06
-6.5859375;1.40308462053701E-06;1.92331887496289E-06
-6.58359375;1.41803415629565E-06;1.94555398620061E-06
-6.58125;1.43272949310347E-06;1.96745217860996E-06
-6.57890625;0.0000014471666694213;1.98900564864901E-06
-6.5765625;1.46134215405886E-06;0.0000020102070670762
-6.57421875;1.47525285775033E-06;0.0000020310495916255
-6.571875;1.48889614426169E-06;2.05152688089114E-06
-6.56953125;1.50226984318555E-06;2.07163310997811E-06
-6.5671875;1.51537225926067E-06;2.09136297923462E-06
-6.56484375;1.52820218527999E-06;2.11071173157485E-06
-6.5625;1.54075891234498E-06;2.12967516342304E-06
-6.56015625;0.0000015530422417946;2.14824963915183E-06
-6.5578125;1.56505249606068E-06;2.16643210374429E-06
-6.55546875;1.57679052910463E-06;2.18422009454388E-06
-6.553125;1.58825773802785E-06;2.20161175467504E-06
-6.55078125;0.0000015994560740406;2.21860584677879E-06
-6.5484375;0.0000016103880529226;2.23520176490553E-06
-6.54609375;1.62105676623113E-06;2.25139954673263E-06
-6.54375;1.63146589143845E-06;2.26719988533841E-06
-6.54140625;1.64161970264347E-06;2.28260414237197E-06
-6.5390625;1.65152308208045E-06;0.0000022976143610881
-6.53671875;1.66118152903777E-06;2.31223327628822E-06
-6.534375;1.67060117078579E-06;2.32646432666343E-06
-6.53203125;1.67978877350224E-06;2.34031166806763E-06
-6.5296875;1.68875175162884E-06;2.35378018406997E-06
-6.52734375;1.69749817831089E-06;2.36687549750231E-06
-6.525;1.70603679521819E-06;2.37960398083125E-06
-6.52265625;1.71437702209578E-06;2.39197276878666E-06
-6.5203125;0.0000017225289675737;2.40398976939207E-06
-6.51796875;1.73050343820246E-06;2.41566367469717E-06
-6.515625;1.73831194779558E-06;2.42700397044173E-06
-6.51328125;1.74596672675345E-06;2.43802094709003E-06
-6.5109375;1.75348073284849E-06;2.44872571338231E-06
-6.50859375;0.0000017608676587284;2.45913020120115E-06
-6.50625;1.76814194211305E-06;2.46924717972582E-06
-6.50390625;1.77531877437237E-06;2.47909026409944E-06
-6.5015625;1.78241411018574E-06;2.48867392600889E-06
-6.49921875;0.0000017894446760558;2.49801350301964E-06
-6.496875;1.79642797835379E-06;2.50712520752033E-06
-6.49453125;1.80338231270079E-06;2.51602613606251E-06
-6.4921875;1.81032677254606E-06;2.52473428025006E-06
-6.48984375;1.81728125713193E-06;2.53326853460154E-06
-6.4875;0.0000018242664805667;2.54164870578607E-06
-6.48515625;1.83130397886034E-06;2.54989552012848E-06
-6.4828125;1.83841611887776E-06;2.55803063379034E-06
-6.48046875;1.84562610687583E-06;2.56607664194558E-06
-6.478125;1.85295799491763E-06;0.0000025740570847272
-6.47578125;0.0000018604366894043;2.58199645590441E-06
-6.4734375;0.000001868087959384;2.58992021274299E-06
-6.47109375;1.87593844309371E-06;2.59785478243675E-06
-6.46875;1.88401565639833E-06;2.60582757011275E-06
-6.46640625;0.0000018923479992367;2.61386696491916E-06
-6.4640625;1.90096476321987E-06;2.62200234933906E-06
-6.46171875;1.90989613964255E-06;2.63026410633112E-06
-6.459375;1.91917322602374E-06;2.63868362567861E-06
-6.45703125;1.92882803267686E-06;2.64729331072366E-06
-6.4546875;1.93889348962167E-06;2.65612658453024E-06
-6.45234375;1.94940345493632E-06;2.66521790044289E-06
-6.45;1.96039271964018E-06;2.67460274289043E-06
-6.44765625;1.97189701525793E-06;2.68431763757245E-06
-6.4453125;1.98395302040006E-06;2.69440015659892E-06
-6.44296875;1.99659836765812E-06;2.70488892514396E-06
-6.440625;2.00987164955061E-06;2.71582362746832E-06
-6.43828125;2.02381242496629E-06;2.72724501186099E-06
-6.4359375;2.03846122492974E-06;2.73919489594943E-06
-6.43359375;2.05385956068666E-06;2.75171617508202E-06
-6.43125;2.07004992787091E-06;2.76485282566434E-06
-6.42890625;2.08707581426992E-06;2.77864991167097E-06
-6.4265625;2.10498170480852E-06;2.79315358791745E-06
-6.42421875;2.12381308782961E-06;2.80841110767186E-06
-6.421875;2.14361646258727E-06;2.82447082816958E-06
-6.41953125;0.0000021644393430061;2.84138221356524E-06
-6.4171875;2.18633026471721E-06;2.85919584002728E-06
-6.41484375;2.20933879181094E-06;2.87796340331401E-06
-6.4125;2.23351552122536E-06;2.89773772120317E-06
-6.41015625;2.25891209029042E-06;2.91857273966683E-06
-6.4078125;2.28558118107285E-06;2.94052353563615E-06
-6.40546875;2.31357652698341E-06;2.96364632360889E-06
-6.403125;2.34295291946469E-06;2.98799846052496E-06
-6.40078125;2.37376621336123E-06;3.01363844967929E-06
-6.3984375;2.40607333210726E-06;3.04062594472161E-06
-6.39609375;2.43993227424984E-06;3.06902175369089E-06
-6.39375;2.47540212052976E-06;0.0000030988878478963
-6.39140625;2.51254303820709E-06;3.13028736066674E-06
-6.3890625;2.55141628794746E-06;0.0000031632845950859
-6.38671875;2.59208423021655E-06;3.19794502803424E-06
-6.384375;2.63461033135282E-06;3.23433531568798E-06
-6.38203125;2.67905916995362E-06;3.27252329722222E-06
-6.3796875;2.72549644254961E-06;0.0000033125779989283
-6.37734375;0.0000027739889699319;3.35456963853048E-06
-6.375;2.82460470555387E-06;3.39856963276958E-06
-6.37265625;2.87741273967675E-06;3.44465059954053E-06
-6.3703125;2.93248330803113E-06;3.49288636431852E-06
-6.36796875;2.98988779713827E-06;3.54335196269501E-06
-6.365625;3.04969875228101E-06;3.59612364839677E-06
-6.36328125;3.11198988481287E-06;3.65127889760984E-06
-6.3609375;3.17683607821632E-06;0.0000037088964132945
-6.35859375;3.24431339604556E-06;3.76905613013537E-06
-6.35625;3.31449909024399E-06;3.83183922271471E-06
-6.35390625;3.38747160743264E-06;3.89732810822089E-06
-6.3515625;3.46331059830652E-06;3.96560645495945E-06
-6.34921875;3.54209692436756E-06;4.03675918499636E-06
-6.346875;3.62391266624979E-06;4.11087248240368E-06
-6.34453125;3.70884113408535E-06;4.18803380100995E-06
-6.3421875;3.79696687433301E-06;4.26833186820152E-06
-6.33984375;3.88837567905556E-06;4.35185669278796E-06
-6.3375;3.98315459454462E-06;4.43869957033326E-06
-6.33515625;4.08139193255797E-06;4.52895309471627E-06
-6.3328125;4.18317727859541E-06;4.62271116096551E-06
-6.33046875;4.28860150136398E-06;4.72006897382916E-06
-6.328125;4.39775676431261E-06;4.82112305738436E-06
-6.32578125;4.51073653592897E-06;4.92597126299966E-06
-6.3234375;4.62763560016837E-06;5.03471277681008E-06
-6.32109375;4.74855006745995E-06;5.14744812896218E-06
-6.31875;4.87357738547044E-06;0.0000052642792006478
-6.31640625;5.00281635333281E-06;5.38530923847964E-06
-6.3140625;5.13636713125539E-06;0.0000055106428596909
-6.31171875;5.27433125494491E-06;5.64038606544802E-06
-6.309375;5.41681164664834E-06;5.77464624751181E-06
-6.30703125;5.56391262984538E-06;5.91353220340562E-06
-6.3046875;5.71573994334747E-06;6.05715414563323E-06
-6.30234375;5.87240075363278E-06;6.20562371365913E-06
-6.3;6.03400367013342E-06;6.35905398458428E-06
-6.29765625;6.20065876151696E-06;0.0000065175594890624
-6.2953125;6.37247756897627E-06;6.68125622123374E-06
-6.29296875;6.54957312406163E-06;6.85026165439141E-06
-6.290625;6.73205996346276E-06;7.02469475304659E-06
-6.28828125;0.0000069200541461092;7.20467598773009E-06
-6.2859375;7.11367327232998E-06;7.39032735271712E-06
-6.28359375;7.31303650004862E-06;7.58177237865669E-06
-6.28125;7.51826456337293E-06;7.77913614930795E-06
-6.27890625;7.72947979087396E-06;7.98254531659615E-06
-6.2765625;7.94680612744443E-06;8.19212812292912E-06
-6.27421875;8.17036915266721E-06;0.0000084080144138933
-6.271875;0.0000084002961009682;8.63033565723984E-06
-6.26953125;8.63671588457383E-06;8.85922496442226E-06
-6.2671875;8.87975911499513E-06;0.000009094817109473
-6.26484375;9.12955812522264E-06;9.33724854826651E-06
-6.2625;9.38624699299733E-06;9.58665744034929E-06
-6.26015625;9.64996156355398E-06;9.84318366811382E-06
-6.2578125;9.92083947730312E-06;0.0000101069688642229
-6.25546875;0.0000101990201917438;0.0000103781564303214
-6.253125;0.0000104846450102189;0.0000106568915638001
-6.25078125;0.0000107778571060445;0.0000109433212786551
-6.2484375;0.0000110788015516762;0.0000112375944350656
-6.24609375;0.0000113876253473799;0.0000115398617637456
-6.24375;0.0000117044774483435;0.0000118502758924663
-6.24140625;0.0000120295087954068;0.000012168991373048
-6.2390625;0.0000123628723466375;0.0000124961647132734
-6.23671875;0.0000127047231067893;0.0000128319544024969
-6.234375;0.0000130552181617964;0.0000131765209455368
-6.23203125;0.0000134145167098395;0.0000135300268903053
-6.2296875;0.0000137827800958169;0.0000138926368619709
-6.22734375;0.0000141601718480268;0.000014264517597589
-6.225;0.000014546857712226;0.00001464583797736
-6.22265625;0.0000149430056883711;0.0000150367690611643
-6.2203125;0.0000153487860681898;0.0000154374841219583
-6.21796875;0.0000157643714751641;0.0000158481586880393
-6.215625;0.0000161899369034028;0.0000162689705765562
-6.21328125;0.0000166256597568552;0.0000167000999324074
-6.2109375;0.0000170717198931638;0.0000171417292713726
-6.20859375;0.0000175282996655903;0.0000175940435201275
-6.20625;0.0000179955839664845;0.0000180572300577791
-6.20390625;0.0000184737602718518;0.0000185314787596055
-6.2015625;0.0000189630186863558;0.0000190169820396207
-6.19921875;0.0000194635519933543;0.0000195139349010207
-6.196875;0.0000199755556994137;0.0000200225349785182
-6.19453125;0.0000204992280866071;0.0000205429825892147
-6.1921875;0.0000210347702600036;0.0000210754807788164
-6.18984375;0.0000215823862013752;0.000021620235375494
-6.1875;0.0000221422828220979;0.0000221774550400725
-6.18515625;0.0000227146700152107;0.0000227473513185169
-6.1828125;0.0000232997607119993;0.0000233301386959913
-6.18046875;0.0000238977709390722;0.0000239260346548341
-6.178125;0.0000245089198742165;0.0000245352597280266
-6.17578125;0.0000251334299079981;0.0000251580375611255
-6.1734375;0.0000257715267016218;0.000025794594968219
-6.17109375;0.0000264234392495901;0.0000264451619947688
-6.16875;0.0000270893999442899;0.0000271099719817667
-6.16640625;0.0000277696446387268;0.0000277892616271081
-6.1640625;0.000028464412712457;0.0000284832710515893
-6.16171875;0.0000291739471385694;0.0000291922438636096
-6.159375;0.0000298984945541396;0.0000299164272330643
-6.15703125;0.0000306383053292124;0.0000306560719566762
-6.1546875;0.0000313936336372557;0.0000314114325280375
-6.15234375;0.0000321647375305478;0.0000321827672150741
-6.15;0.0000329518790141351;0.0000329703381321461
-6.14765625;0.0000337553241213275;0.0000337744113161316
-6.1453125;0.0000345753429922849;0.0000345952568042388
-6.14296875;0.0000354122099515026;0.0000354331487112057
-6.140625;0.0000362662035918536;0.0000362883653150212
-6.13828125;0.0000371376068549517;0.0000371611891354993
-6.1359375;0.000038026707116419;0.0000380519070215524
-6.13359375;0.000038933796270306;0.0000389608102333695
-6.13125;0.0000398591708185901;0.0000398881945347591
-6.12890625;0.0000408031319599975;0.0000408343602803535
-6.1265625;0.0000417659856803539;0.0000417996125075841
-6.12421875;0.0000427480428450098;0.000042784261028514
-6.121875;0.0000437496192952631;0.0000437886205279412
-6.11953125;0.0000447710359431996;0.0000448130106570491
-6.1171875;0.0000458126188709499;0.0000458577561353819
-6.11484375;0.0000468746994293494;0.0000469231868483198
-6.1125;0.0000479576143409986;0.0000480096379514978
-6.11015625;0.0000490617058046514;0.000049117449976706
-6.1078125;0.000050187321600047;0.0000502469689365489
-6.10546875;0.0000513348151956276;0.0000513985464335274
