# omega;Arpes occ;Arpes tot
-15;6.43155756075506e-07;7.50328826775378e-07
-14.990625;6.58321989868375e-07;7.51151893695324e-07
-14.98125;6.71114995268095e-07;7.50308376013746e-07
-14.971875;6.81416495695121e-07;7.4779327596963e-07
-14.9625;6.89129238389874e-07;7.43615646850493e-07
-14.953125;6.94177860298441e-07;7.37798560732372e-07
-14.94375;6.96509556539499e-07;7.30378943711484e-07
-14.934375;6.96094558039213e-07;7.21407293881477e-07
-14.925;6.92926434014264e-07;7.10947312536732e-07
-14.915625;6.87022165653468e-07;6.99075384075192e-07
-14.90625;6.78422049153608e-07;6.85879981560755e-07
-14.896875;6.67189376549136e-07;6.71460941800481e-07
-14.8875;6.53409944009642e-07;6.55928673087288e-07
-14.878125;6.37191347508977e-07;6.39403245386283e-07
-14.86875;6.18662103549012e-07;6.22013411436292e-07
-14.859375;5.97970589286545e-07;6.038955518969e-07
-14.85;5.75283812236304e-07;5.85192552295021e-07
-14.840625;5.50786013521797e-07;5.66052615795002e-07
-14.83125;5.2467713706571e-07;5.46628046608163e-07
-14.821875;4.97171145993136e-07;5.27073974083995e-07
-14.8125;4.68494234949391e-07;5.07547071033231e-07
-14.803125;4.3888291592326e-07;4.88204232187578e-07
-14.79375;4.08582036156461e-07;4.69201275520164e-07
-14.784375;3.77842707924681e-07;4.50691631148693e-07
-14.775;3.46920180161031e-07;4.32825043541405e-07
-14.765625;3.16071684806898e-07;4.15746318863244e-07
-14.75625;2.85554253668753e-07;3.99594098107418e-07
-14.746875;2.55622536273882e-07;3.84499682300824e-07
-14.7375;2.26526634663847e-07;3.70585915201891e-07
-14.728125;1.98509972581161e-07;3.5796613356686e-07
-14.71875;1.71807226035243e-07;3.46743204355143e-07
-14.709375;1.46642314536938e-07;3.37008632168861e-07
-14.7;1.23226483739725e-07;3.2884176556455e-07
-14.690625;1.01756501203372e-07;3.22309112998671e-07
-14.68125;8.2412961990543e-08;3.17463749399396e-07
-14.671875;6.53587357160976e-08;3.1434484588019e-07
-14.6625;5.07375600084862e-08;3.12977308314644e-07
-14.653125;3.86727897945433e-08;3.13371531735704e-07
-14.64375;2.92663329471004e-08;3.15523294349295e-07
-14.634375;2.25977443572696e-08;3.19413741307339e-07
-14.625;1.87235322150967e-08;3.25009529767139e-07
-14.615625;1.76766341052969e-08;3.32263055505638e-07
-14.60625;1.94661184729038e-08;3.41112836866772e-07
-14.596875;2.40770679996559e-08;3.51483990058828e-07
-14.5875;3.14706778501835e-08;3.63288829004674e-07
-14.578125;4.1584549480407e-08;3.76427570739258e-07
-14.56875;5.43331920498147e-08;3.90789145855743e-07
-14.559375;6.96087169089427e-08;4.06252104081166e-07
-14.55;8.7281724020457e-08;4.22685610656965e-07
-14.540625;1.07202371136166e-07;4.39950518908069e-07
-14.53125;1.29201619024932e-07;4.5790052133551e-07
-14.521875;1.53092642666448e-07;4.76383359904584e-07
-14.5125;1.78672393174335e-07;4.95242088985994e-07
-14.503125;2.0572330202699e-07;5.14316382307048e-07
-14.49375;2.34015108001236e-07;5.33443868693876e-07
-14.484375;2.63306796831648e-07;5.5246149093695e-07
-14.475;2.93348635564164e-07;5.71206871361461e-07
-14.465625;3.2388428116794e-07;5.89519677547431e-07
-14.45625;3.54652947828766e-07;6.07242967516314e-07
-14.446875;3.85391619383906e-07;6.24224518860771e-07
-14.4375;4.15837279998416e-07;6.40318114287836e-07
-14.428125;4.45729153650146e-07;6.55384789246936e-07
-14.41875;4.74810906742732e-07;6.69293994109205e-07
-14.409375;5.02832859128705e-07;6.81924740514174e-07
-14.4;5.29554087023703e-07;6.93166606007006e-07
-14.390625;5.54744508844182e-07;7.02920715328494e-07
-14.38125;5.78186827466041e-07;7.1110056369257e-07
-14.371875;5.99678421489316e-07;7.17632803505757e-07
-14.3625;6.19033070794294e-07;7.22457867977815e-07
-14.353125;6.36082568071422e-07;7.25530511984742e-07
-14.34375;6.50678169837284e-07;7.26820218226403e-07
-14.334375;6.62691894697412e-07;7.26311497473203e-07
-14.325;6.72017634192115e-07;7.2400404152873e-07
-14.315625;6.7857208560259e-07;7.19912764824426e-07
-14.30625;6.8229549707021e-07;7.14067717018846e-07
-14.296875;6.83152203894939e-07;7.0651385964933e-07
-14.2875;6.81130966764078e-07;6.9731072480398e-07
-14.278125;6.76245102129509e-07;6.8653194791053e-07
-14.26875;6.68532404816306e-07;6.74264681161215e-07
-14.259375;6.58054862470268e-07;6.60608894911879e-07
-14.25;6.448981573001e-07;6.45676559892081e-07
-14.240625;6.2917097694176e-07;6.29590738419223e-07
-14.23125;6.11004124444341e-07;6.12484580147696e-07
-14.221875;5.90549429326815e-07;5.94500212251322e-07
-14.2125;5.67978496173333e-07;5.75787579217886e-07
-14.203125;5.43481267592129e-07;5.56503189961262e-07
-14.19375;5.17264443972511e-07;5.36808830364241e-07
-14.184375;4.89549730366066e-07;5.16870189031832e-07
-14.175;4.6057200176168e-07;4.96855507512204e-07
-14.165625;4.30577296026809e-07;4.76934139129839e-07
-14.15625;3.99820763375403e-07;4.5727515448886e-07
-14.146875;3.68564481310747e-07;4.38045886813754e-07
-14.1375;3.37075264002053e-07;4.19410554386314e-07
-14.128125;3.05622380489068e-07;4.01528845485345e-07
-14.11875;2.74475276350197e-07;3.84554577535673e-07
-14.109375;2.43901275727693e-07;3.68634378481852e-07
-14.1;2.14163313039843e-07;3.5390644971787e-07
-14.090625;1.8551768116822e-07;3.40499368318249e-07
-14.08125;1.58211842902286e-07;3.28530987611073e-07
-14.071875;1.32482317595959e-07;3.18107423679559e-07
-14.0625;1.08552646168188e-07;3.09322126422972e-07
-14.053125;8.66314715692309e-08;3.02255065521986e-07
-14.04375;6.69107411659479e-08;2.96972024220811e-07
-14.034375;4.95640487703604e-08;2.93524010957959e-07
-14.025;3.47451312246614e-08;2.91946796858248e-07
-14.015625;2.25865246047984e-08;2.92260571153227e-07
-14.00625;1.31984081022669e-08;2.94469736020021e-07
-13.996875;6.66763437822741e-09;2.98562837072906e-07
-13.9875;3.05694751437803e-09;3.04512608052862e-07
-13.978125;2.40441929457679e-09;3.12276174344268e-07
-13.96875;4.72308251694031e-09;3.21795366747888e-07
-13.959375;1.00007878882648e-08;3.32997185298743e-07
-13.95;1.8200253724218e-08;3.45794356148967e-07
-13.940625;2.9259367364292e-08;3.6008606185061e-07
-13.93125;4.30916525767049e-08;3.75758729113562e-07
-13.921875;5.95869888626304e-08;3.92686979410034e-07
-13.9125;7.86124895090286e-08;4.10734628706153e-07
