# omega;Arpes occ;Arpes tot
-15;1.57100776013679e-06;1.75283750283851e-06
-14.990625;1.6382480405861e-06;1.79907292164816e-06
-14.98125;1.70634813632083e-06;1.84684459303398e-06
-14.971875;1.77535278374871e-06;1.89636757561142e-06
-14.9625;1.84532603366266e-06;1.94786900581823e-06
-14.953125;1.91635154892072e-06;2.00158701450913e-06
-14.94375;1.98853272988224e-06;2.05776954334101e-06
-14.934375;2.06199267441244e-06;2.11667307836701e-06
-14.925;2.13687398692027e-06;2.17856134013109e-06
-14.915625;2.21333839766553e-06;2.24370387518729e-06
-14.90625;2.29156623837735e-06;2.31237462538542e-06
-14.896875;2.37175573829159e-06;2.38485043259284e-06
-14.8875;2.45412217905067e-06;2.46140953936333e-06
-14.878125;2.53889688316325e-06;2.54233004695472e-06
-14.86875;2.62632606350713e-06;2.62788837690236e-06
-14.859375;2.71666953567319e-06;2.71835773599627e-06
-14.85;2.8101992994686e-06;2.81400659243026e-06
-14.840625;2.90719799893301e-06;2.91509717216058e-06
-14.83125;3.00795728402503e-06;3.02188400653056e-06
-14.821875;3.11277606443176e-06;3.13461250637287e-06
-14.8125;3.22195869312627e-06;3.25351760987113e-06
-14.803125;3.33581306592672e-06;3.37882247519933e-06
-14.79375;3.45464868176664e-06;3.51073727285774e-06
-14.784375;3.57877465158472e-06;3.6494580431863e-06
-14.775;3.7084976789801e-06;3.79516564044599e-06
-14.765625;3.84412003972238e-06;3.9480247892884e-06
-14.75625;3.98593755772438e-06;4.10818323375926e-06
-14.746875;4.13423760213856e-06;4.27577099518639e-06
-14.7375;4.28929711784646e-06;4.45089974213063e-06
-14.728125;4.45138070421246e-06;4.63366227511618e-06
-14.71875;4.62073876226688e-06;4.82413213714405e-06
-14.709375;4.79760571037918e-06;5.02236332916693e-06
-14.7;4.98219829276599e-06;5.22839015107709e-06
-14.690625;5.17471399549642e-06;5.4422271696768e-06
-14.68125;5.37532956955604e-06;5.6638692900087e-06
-14.671875;5.58419968239058e-06;5.89329195184612e-06
-14.6625;5.8014557034855e-06;6.13045143225353e-06
-14.653125;6.0272046275281e-06;6.37528525203705e-06
-14.64375;6.26152816181677e-06;6.62771270227151e-06
-14.634375;6.50448195079791e-06;6.8876354339942e-06
-14.625;6.75609498212458e-06;7.15493817775427e-06
-14.615625;7.01636913694811e-06;7.42948950280264e-06
-14.60625;7.28527892987164e-06;7.71114268814446e-06
-14.596875;7.5627713992975e-06;7.99973663424528e-06
-14.5875;7.8487661765176e-06;8.29509684046727e-06
-14.578125;8.14315571397397e-06;8.59703642845799e-06
-14.56875;8.44580568358412e-06;8.90535720356129e-06
-14.559375;8.75655552971364e-06;9.21985074231957e-06
-14.55;9.07521917716506e-06;9.54029949970662e-06
-14.540625;9.40158588486232e-06;9.86647791906749e-06
-14.53125;9.73542123800607e-06;1.01981535445669e-05
-14.521875;1.00764682721529e-05;1.05350881187332e-05
-14.5125;1.04244487142725e-05;1.08770386567133e-05
-14.503125;1.07790643349057e-05;1.12237584905359e-05
-14.49375;1.11399983951555e-05;1.15749982707071e-05
-14.484375;1.15069171793248e-05;1.19305069208464e-05
-14.475;1.18794716010369e-05;1.22900325314917e-05
-14.465625;1.22572988648045e-05;1.26533231945202e-05
-14.45625;1.2640024171046e-05;1.30201277568168e-05
-14.446875;1.30272624559892e-05;1.33901965066902e-05
-14.4375;1.34186201432928e-05;1.37632817699515e-05
-14.428125;1.38136969027732e-05;1.41391384283696e-05
-14.41875;1.42120873794458e-05;1.45175243214191e-05
-14.409375;1.46133829308551e-05;1.48982006020765e-05
-14.4;1.50171732808718e-05;1.52809319393131e-05
-14.390625;1.54230481640202e-05;1.56654866817951e-05
-14.38125;1.58305988609686e-05;1.60516368684557e-05
-14.371875;1.62394197009185e-05;1.64391582033854e-05
-14.3625;1.6649109440674e-05;1.6827829888226e-05
-14.353125;1.70592725644531e-05;1.72174343953999e-05
-14.34375;1.74695204678568e-05;1.76077571383446e-05
-14.334375;1.78794725358225e-05;1.79985860796152e-05
-14.325;1.82887570873405e-05;1.83897112395345e-05
-14.315625;1.86970121974598e-05;1.87809241542253e-05
-14.30625;1.91038863910128e-05;1.91720172673522e-05
-14.296875;1.95090391918693e-05;1.95627832612842e-05
-14.2875;1.99121415396579e-05;1.99530143491429e-05
-14.278125;2.03128760673122e-05;2.03425015267678e-05
-14.26875;2.07109372412989e-05;2.07310337970687e-05
