# omega;Arpes occ;Arpes tot
-15;4.91949680726812e-07;6.58890755374407e-07
-14.990625;5.03288547923477e-07;6.4970412660942e-07
-14.98125;5.12695591624196e-07;6.39364071243929e-07
-14.971875;5.20096971682317e-07;6.27963346706608e-07
-14.9625;5.25436019797549e-07;6.15603757422765e-07
-14.953125;5.28673749062927e-07;6.02395325640573e-07
-14.94375;5.29789204008935e-07;5.88455380646222e-07
-14.934375;5.28779658292261e-07;5.73907585702459e-07
-14.925;5.25660672304064e-07;5.58880938745407e-07
-14.915625;5.20465972522978e-07;5.43508691043238e-07
-14.90625;5.1324719722508e-07;5.27927259323125e-07
-14.896875;5.04073471690412e-07;5.12275086446924e-07
-14.8875;4.93030851511653e-07;4.96691511737838e-07
-14.878125;4.80221606287926e-07;4.81315607754557e-07
-14.86875;4.65763371796785e-07;4.66285031571916e-07
-14.859375;4.49788170719873e-07;4.51734885778188e-07
-14.85;4.32441307823023e-07;4.37796597696257e-07
-14.840625;4.13880147497217e-07;4.24596822427885e-07
-14.83125;3.94272796874892e-07;4.12256401077316e-07
-14.821875;3.73796682990662e-07;4.00889344831853e-07
-14.8125;3.52637062029323e-07;3.90601894627563e-07
-14.803125;3.30985444746145e-07;3.81491622016216e-07
-14.79375;3.09037983357429e-07;3.73646627248125e-07
-14.784375;2.86993805918852e-07;3.67144797191349e-07
-14.775;2.65053321317547e-07;3.6205314406289e-07
-14.765625;2.43416520888286e-07;3.58427249144688e-07
-14.75625;2.22281273956691e-07;3.56310789784976e-07
-14.746875;2.01841640716348e-07;3.55735165876176e-07
-14.7375;1.82286215067473e-07;3.56719228124348e-07
-14.728125;1.63796510529096e-07;3.59269107913162e-07
-14.71875;1.46545410202369e-07;3.63378162008657e-07
-14.709375;1.30695679352043e-07;3.69027007587674e-07
-14.7;1.16398564602707e-07;3.76183669524923e-07
-14.690625;1.03792494920999e-07;3.8480383981364e-07
-14.68125;9.30018820892995e-08;3.94831225603987e-07
-14.671875;8.41360431493851e-08;4.06198006980187e-07
-14.6625;7.72882489961941e-08;4.18825385390436e-07
-14.653125;7.25349032774917e-08;4.32624220093011e-07
-14.64375;6.99348769382461e-08;4.47495769183854e-07
-14.634375;6.95289720846318e-08;4.63332478036892e-07
-14.625;7.1339558549078e-08;4.8001888159762e-07
-14.615625;7.53703463215012e-08;4.97432532058109e-07
-14.60625;8.16063379444895e-08;5.15445021572416e-07
-14.596875;9.00139228821153e-08;5.33923031953359e-07
-14.5875;1.00541140802561e-07;5.52729435289274e-07
-14.578125;1.1311809441424e-07;5.71724426180808e-07
-14.56875;1.27657522559517e-07;5.9076667828782e-07
-14.559375;1.44055517904727e-07;6.09714513868072e-07
-14.55;1.62192389213857e-07;6.28427080132493e-07
-14.540625;1.8193365869231e-07;6.46765515663422e-07
-14.53125;2.03131187098208e-07;6.64594108051811e-07
-14.521875;2.25624419245782e-07;6.8178142438035e-07
-14.5125;2.49241735300784e-07;6.98201408158561e-07
-14.503125;2.73801901128026e-07;7.13734434857068e-07
-14.49375;2.99115601071821e-07;7.28268314989081e-07
-14.484375;3.24987044283165e-07;7.41699240243727e-07
-14.475;3.51215630791378e-07;7.53932658708762e-07
-14.465625;3.77597659904558e-07;7.64884081787101e-07
-14.45625;4.03928068057421e-07;7.74479800303105e-07
-14.446875;4.30002186926637e-07;7.82657524962821e-07
-14.4375;4.55617498307112e-07;7.89366926641762e-07
-14.428125;4.80575380419443e-07;7.94570089656925e-07
-14.41875;5.04682808985483e-07;7.98241840363379e-07
-14.409375;5.27754049034229e-07;8.0037001798737e-07
-14.4;5.49612246897178e-07;8.00955584491375e-07
-14.390625;5.70090993983443e-07;8.00012684254231e-07
-14.38125;5.89035764543149e-07;7.97568540972214e-07
-14.371875;6.06305299973188e-07;7.9366330722775e-07
-14.3625;6.21772851578957e-07;7.88349760923371e-07
-14.353125;6.35327323143923e-07;7.8169292986853e-07
-14.34375;6.46874277776288e-07;7.73769601717075e-07
-14.334375;6.56336817191048e-07;7.64667757624126e-07
-14.325;6.63656306701594e-07;7.54485893581252e-07
-14.315625;6.68792955511003e-07;7.43332275980207e-07
-14.30625;6.71726246022305e-07;7.31324116006952e-07
-14.296875;6.72455197199517e-07;7.18586667701983e-07
-14.2875;6.70998471692598e-07;7.05252270237225e-07
-14.278125;6.67394321403137e-07;6.91459332764499e-07
-14.26875;6.61700372611731e-07;6.77351274001225e-07
-14.259375;6.53993252087064e-07;6.6307542786911e-07
-14.25;6.4436805262739e-07;6.48781913806113e-07
-14.240625;6.32937656028613e-07;6.34622497129547e-07
-14.23125;6.19831907887675e-07;6.20749445706033e-07
-14.221875;6.05196646832435e-07;6.07314367268399e-07
-14.2125;5.89192618196413e-07;5.94467087232183e-07
-14.203125;5.71994255406877e-07;5.8235452374629e-07
-14.19375;5.53788363409205e-07;5.7111961744436e-07
-14.184375;5.3477268221377e-07;5.60900265070009e-07
-14.175;5.1515440277097e-07;5.51828356700159e-07
-14.165625;4.95148565348323e-07;5.44028814671994e-07
-14.15625;4.74976441487781e-07;5.37618748234378e-07
-14.146875;4.54863829636553e-07;5.32706633787003e-07
-14.1375;4.35039365071935e-07;5.29391633700634e-07
-14.128125;4.15732778044943e-07;5.27762948409245e-07
-14.11875;3.9717317404389e-07;5.27899301024906e-07
-14.109375;3.79587317914741e-07;5.29868495154349e-07
-14.1;3.6319796098055e-07;5.33727101966046e-07
-14.090625;3.48222199559329e-07;5.39520223535579e-07
-14.08125;3.34869901998874e-07;5.47281387459415e-07
-14.071875;3.23342211858611e-07;5.57032547578114e-07
