# omega;Arpes occ;Arpes tot
-15;8.4458394274123e-06;8.64160082939614e-06
-14.990625;8.72728657833972e-06;8.90178198051307e-06
-14.98125;9.01210542364103e-06;9.16598092512538e-06
-14.971875;9.3001563575581e-06;9.43422709484634e-06
-14.9625;9.59130794123975e-06;9.70655121043474e-06
-14.953125;9.88543716526184e-06;9.98298416991442e-06
-14.94375;1.018242956485e-05;1.02635558579795e-05
-14.934375;1.04821791969864e-05;1.05482938971354e-05
-14.925;1.07845884938126e-05;1.08372223795816e-05
-14.915625;1.10895679554287e-05;1.11303605261042e-05
-14.90625;1.13970357285678e-05;1.14277213499083e-05
-14.896875;1.17069170365039e-05;1.17293102829749e-05
-14.8875;1.20191434994084e-05;1.20351238279983e-05
-14.878125;1.2333652320501e-05;1.23451481960567e-05
-14.86875;1.26503853663286e-05;1.26593579795931e-05
-14.859375;1.29692881435113e-05;1.29777148585466e-05
-14.85;1.32903086788238e-05;1.33001663509926e-05
-14.840625;1.36133963121309e-05;1.36266446152709e-05
-14.83125;1.39385004262736e-05;1.39570653372789e-05
-14.821875;1.4265569103393e-05;1.42913266769812e-05
-14.8125;1.45945477467952e-05;1.46293083228813e-05
-14.803125;1.49253776531992e-05;1.49708706250991e-05
-14.79375;1.52579945810461e-05;1.53158538621165e-05
-14.784375;1.55923273014356e-05;1.56640776067183e-05
-14.775;1.59282961552594e-05;1.60153402124095e-05
-14.765625;1.62658116422293e-05;1.63694184456472e-05
-14.75625;1.66047730395705e-05;1.67260672436553e-05
-14.746875;1.69450670731237e-05;1.70850196136759e-05
-14.7375;1.72865666529687e-05;1.74459866760845e-05
-14.728125;1.76291296869215e-05;1.78086578529822e-05
-14.71875;1.79725979907444e-05;1.81727012125021e-05
-14.709375;1.83167962939175e-05;1.85377639466915e-05
-14.7;1.86615313632551e-05;1.89034730022339e-05
-14.690625;1.90065912580291e-05;1.92694358638318e-05
-14.68125;1.93517447137931e-05;1.96352414653888e-05
-14.671875;1.96967406743639e-05;2.0000461248482e-05
-14.6625;2.004130797591e-05;2.03646503473349e-05
-14.653125;2.03851551837304e-05;2.07273488963697e-05
-14.64375;2.07279706069924e-05;2.10880834734914e-05
-14.634375;2.10694224608953e-05;2.14463686211372e-05
-14.625;2.14091592191804e-05;2.18017085076609e-05
-14.615625;2.17468101159127e-05;2.21535986379011e-05
-14.60625;2.20819858407202e-05;2.25015276815409e-05
-14.596875;2.24142793838781e-05;2.28449793452692e-05
-14.5875;2.27432670583323e-05;2.31834343116916e-05
-14.578125;2.30685096747475e-05;2.35163722211666e-05
-14.56875;2.33895538790598e-05;2.38432736867084e-05
-14.559375;2.37059336327188e-05;2.41636223263311e-05
-14.55;2.4017171834342e-05;2.4476906803748e-05
-14.540625;2.43227820696102e-05;2.47826228568222e-05
-14.53125;2.46222704795762e-05;2.50802753109634e-05
-14.521875;2.49151377378256e-05;2.53693800562024e-05
-14.5125;2.52008811189256e-05;2.56494659777207e-05
-14.503125;2.54789966488967e-05;2.59200768282415e-05
-14.49375;2.57489813189728e-05;2.61807730282213e-05
-14.484375;2.60103353508731e-05;2.64311333851727e-05
-14.475;2.62625644981532e-05;2.66707567166012e-05
-14.465625;2.65051823636208e-05;2.68992633739352e-05
-14.45625;2.6737712717997e-05;2.71162966435956e-05
-14.446875;2.69596918090959e-05;2.73215240371928e-05
-14.4375;2.71706706355595e-05;2.75146384433066e-05
-14.428125;2.73702171794164e-05;2.76953591523105e-05
-14.41875;2.75579185572109e-05;2.78634327133947e-05
-14.409375;2.77333831275714e-05;2.80186336902079e-05
-14.4;2.78962424599358e-05;2.81607652089259e-05
-14.390625;2.80461532382609e-05;2.82896594082505e-05
-14.38125;2.81827989983228e-05;2.84051776784739e-05
-14.371875;2.8305891773441e-05;2.85072108026239e-05
-14.3625;2.84151735570521e-05;2.8595678894365e-05
-14.353125;2.85104176257736e-05;2.86705312127012e-05
-14.34375;2.85914296853572e-05;2.87317458110502e-05
-14.334375;2.86580488493578e-05;2.87793290585052e-05
-14.325;2.87101484223362e-05;2.88133149981812e-05
-14.315625;2.87476364989901e-05;2.88337645889017e-05
-14.30625;2.87704563726582e-05;2.88407648168111e-05
-14.296875;2.87785867386845e-05;2.88344276809909e-05
-14.2875;2.87720417037713e-05;2.88148890767159e-05
-14.278125;2.87508705964921e-05;2.87823075749342e-05
-14.26875;2.87151575808965e-05;2.87368631118872e-05
-14.259375;2.8665021076482e-05;2.8678755602472e-05
-14.25;2.86006129829713e-05;2.86082034772057e-05
-14.240625;2.85221177306921e-05;2.852544217105e-05
-14.23125;2.84297511511612e-05;2.84307225716468e-05
-14.221875;2.83237591721908e-05;2.83243094145668e-05
-14.2125;2.82044163696475e-05;2.82064796874262e-05
-14.203125;2.8072024359784e-05;2.80775210015509e-05
-14.19375;2.79269100687668e-05;2.79377299925645e-05
-14.184375;2.77694238585555e-05;2.77874107000995e-05
-14.175;2.75999375836711e-05;2.76268730303796e-05
-14.165625;2.74188425096516e-05;2.74564312012877e-05
-14.15625;2.72265471971982e-05;2.72764022875048e-05
-14.146875;2.7023475282318e-05;2.70871047772597e-05
-14.1375;2.68100632561088e-05;2.68888572564287e-05
-14.128125;2.65867581784024e-05;2.66819771184604e-05
-14.11875;2.6354015401873e-05;2.64667793991778e-05
-14.109375;2.61122962889281e-05;2.62435756821277e-05
-14.1;2.58620659624607e-05;2.60126731305844e-05
-14.090625;2.56037910803129e-05;2.57743735970324e-05
-14.08125;2.53379376716992e-05;2.55289728655346e-05
-14.071875;2.50649690448228e-05;2.52767600047942e-05
-14.0625;2.47853437693532e-05;2.50180168290566e-05
-14.053125;2.44995137626461e-05;2.47530174870208e-05
-14.04375;2.42079224848196e-05;2.44820281650885e-05
-14.034375;2.3911003256824e-05;2.42053069089894e-05
-14.025;2.36091777119761e-05;2.39231035643419e-05
-14.015625;2.33028543860782e-05;2.3635659822154e-05
-14.00625;2.29924274651484e-05;2.33432093800108e-05
-13.996875;2.26782756908315e-05;2.30459782129128e-05
-13.9875;2.23607614232689e-05;2.27441849228501e-05
-13.978125;2.20402298831222e-05;2.2438041205865e-05
-13.96875;2.17170085563455e-05;2.21277523810125e-05
-13.959375;2.13914067807617e-05;2.18135180179446e-05
-13.95;2.1063715488752e-05;2.14955325990046e-05
-13.940625;2.07342071513456e-05;2.11739862872109e-05
-13.93125;2.04031358549127e-05;2.08490656917946e-05
-13.921875;2.00707375763715e-05;2.05209547169603e-05
-13.9125;1.97372305830719e-05;2.01898353932613e-05
-13.903125;1.94028160191089e-05;1.98558887767227e-05
-13.89375;1.90676786069561e-05;1.95192958081878e-05
-13.884375;1.87319874971719e-05;1.91802381980574e-05
-13.875;1.83958972360639e-05;1.88388992775795e-05
-13.865625;1.80595488490818e-05;1.84954648405731e-05
-13.85625;1.77230710184101e-05;1.81501239307996e-05
-13.846875;1.73865813506119e-05;1.78030695986084e-05
-13.8375;1.7050187714468e-05;1.74544995931053e-05
-13.828125;1.67139896359569e-05;1.71046169908276e-05
-13.81875;1.63780797378451e-05;1.67536307541496e-05
-13.809375;1.60425452057365e-05;1.64017562065789e-05
-13.8;1.5707469266002e-05;1.60492154211207e-05
-13.790625;1.5372932661946e-05;1.56962375155998e-05
-13.78125;1.50390151119258e-05;1.53430588499489e-05
-13.771875;1.47057967324832e-05;1.49899231153928e-05
-13.7625;1.43733594154182e-05;1.46370813267783e-05
-13.753125;1.40417881435472e-05;1.42847916958212e-05
-13.74375;1.37111722301622e-05;1.3933319405115e-05
-13.734375;1.33816064692857e-05;1.35829362596774e-05
-13.725;1.30531921951834e-05;1.32339202498558e-05
-13.715625;1.27260382126175e-05;1.28865549740551e-05
-13.70625;1.24002616333621e-05;1.25411290014352e-05
-13.696875;1.20759885542921e-05;1.21979350860625e-05
-13.6875;1.17533546287549e-05;1.18572693329402e-05
-13.678125;1.14325054677544e-05;1.15194302289791e-05
-13.66875;1.11135969162752e-05;1.11847176324774e-05
-13.659375;1.07967951671321e-05;1.08534316578998e-05
-13.65;1.04822767227349e-05;1.05258715081257e-05
-13.640625;1.0170228209729e-05;1.0202334244865e-05
-13.63125;9.86084603346779e-06;9.88311351139511e-06
-13.621875;9.55433588903934e-06;9.56849821560821e-06
-13.6125;9.250912124647e-06;9.25877119380311e-06
-13.603125;8.95079695775734e-06;8.95420784393059e-06
-13.59375;8.65421956375501e-06;8.65507476632717e-06
-13.584375;8.36141503714361e-06;8.36162840838838e-06
-13.575;8.07262323025834e-06;8.07411372424193e-06
-13.565625;7.78808748423134e-06;7.79276286516726e-06
-13.55625;7.5080532663991e-06;7.51779391265006e-06
-13.546875;7.23276672468223e-06;7.24940966866299e-06
-13.5375;6.96247316092378e-06;6.98779649571438e-06
-13.528125;6.69741545224032e-06;6.73312324337384e-06
-13.51875;6.43783243228484e-06;6.48554025711291e-06
-13.509375;6.18395723245928e-06;6.24517847432859e-06
-13.5;5.93601561629078e-06;6.01214862408852e-06
-13.490625;5.69422431903063e-06;5.78654054898989e-06
-13.48125;5.45878938988374e-06;5.56842261945881e-06
-13.471875;5.22990458391677e-06;5.35784130260932e-06
-13.4625;5.00774978155697e-06;5.15482082512825e-06
-13.453125;4.792489493291e-06;4.95936300713064e-06
-13.44375;4.58427141961928e-06;4.77144719650518e-06
-13.434375;4.38322511449558e-06;4.59103036840708e-06
-13.425;4.18946075034931e-06;4.41804735026648e-06
-13.415625;4.00306799385661e-06;4.25241118998025e-06
-13.40625;3.82411502105498e-06;4.09401366756599e-06
-13.396875;3.65264765477418e-06;3.94272593171484e-06
-13.3875;3.4886886639466e-06;3.79839928013977e-06
-13.378125;3.33223721423915e-06;3.66086606766984e-06
-13.36875;3.18326847363558e-06;3.52994072562051e-06
-13.359375;3.04173339437665e-06;3.40542090926099e-06
-13.35;2.90755866918318e-06;3.28708875392055e-06
-13.340625;2.78064685363237e-06;3.17471222484441e-06
-13.33125;2.66087666495235e-06;3.06804655826009e-06
-13.321875;2.54810346335217e-06;2.96683578995119e-06
-13.3125;2.44215990520722e-06;2.87081435388301e-06
-13.303125;2.34285675712488e-06;2.77970872877965e-06
-13.29375;2.24998388388628e-06;2.69323914235063e-06
-13.284375;2.16331139863433e-06;2.61112131157434e-06
-13.275;2.08259095072583e-06;2.53306819274959e-06
-13.265625;2.00755716994937e-06;2.45879175334697e-06
-13.25625;1.93792923369699e-06;2.38800473219714e-06
-13.246875;1.87341256440941e-06;2.32042239104357e-06
-13.2375;1.81370061955593e-06;2.25576422135324e-06
-13.228125;1.75847679316412e-06;2.19375562465422e-06
-13.21875;1.70741638479824e-06;2.13412952531511e-06
-13.209375;1.66018864696377e-06;2.07662792879213e-06
-13.2;1.61645886309424e-06;2.02100338235858e-06
-13.190625;1.57589047893493e-06;1.96702036627108e-06
-13.18125;1.53814723517084e-06;1.91445656826183e-06
-13.171875;1.50289531207993e-06;1.86310406213581e-06
-13.1625;1.46980544401747e-06;1.81277035324546e-06
-13.153125;1.43855501036897e-06;1.76327930961366e-06
-13.14375;1.40883007423843e-06;1.71447195609765e-06
-13.134375;1.3803273475158e-06;1.66620712552107e-06
-13.125;1.35275607855586e-06;1.61836196988372e-06
-13.115625;1.32583984526129e-06;1.57083232866299e-06
-13.10625;1.29931822859096e-06;1.52353294017325e-06
-13.096875;1.27294836000849e-06;1.47639750185352e-06
-13.0875;1.24650633758254e-06;1.42937858812177e-06
-13.078125;1.21978848777943e-06;1.38244741285189e-06
-13.06875;1.19261246233156e-06;1.33559344397637e-06
-13.059375;1.16481817235175e-06;1.28882387634123e-06
-13.05;1.13626854468626e-06;1.24216296905607e-06
-13.040625;1.10685008925326e-06;1.19565124162936e-06
-13.03125;1.0764732839093e-06;1.14934455162809e-06
-13.021875;1.04507276652392e-06;1.10331305316273e-06
-13.0125;1.01260733565338e-06;1.05764004323454e-06
-13.003125;9.79059753289736e-07;1.01242070997094e-06
-12.99375;9.44436362427218e-07;9.67760791233082e-07
-12.984375;9.08766513231183e-07;9.23775159267993e-07
-12.975;8.72101808602532e-07;8.80586336104425e-07
-12.965625;8.34515167261428e-07;8.38322954449529e-07
-12.95625;7.96099723814282e-07;7.97118183637697e-07
-12.946875;7.56967565075723e-07;7.57108121909583e-07
-12.9375;7.17248318214204e-07;7.18430182490189e-07
-12.928125;6.77087598876476e-07;6.81221470070401e-07
-12.91875;6.36645335878746e-07;6.45617179752531e-07
-12.909375;5.96093986329348e-07;6.1174901573654e-07
-12.9;5.55616651003857e-07;5.79743654037978e-07
-12.890625;5.15405112394397e-07;5.49721255918362e-07
-12.88125;4.75657807511689e-07;5.21794047470389e-07
-12.871875;4.36577754119263e-07;4.96064975355158e-07
-12.8625;3.98370447102098e-07;4.7262645049204e-07
-12.853125;3.61241743382175e-07;4.5155919168091e-07
-12.84375;3.25395752700958e-07;4.32931175385921e-07
-12.834375;2.91032750790652e-07;4.16796706977717e-07
-12.825;2.58347136893153e-07;4.03195610312219e-07
-12.815625;2.27525445475869e-07;3.92152555731128e-07
-12.80625;1.98744438453893e-07;3.83676521119753e-07
-12.796875;1.7216928182677e-07;3.77760393516666e-07
-12.7875;1.47951837823407e-07;3.74380725620295e-07
-12.778125;1.26229069223264e-07;3.73497622690526e-07
-12.76875;1.07121587467948e-07;3.75054797517205e-07
-12.759375;9.07323395483814e-08;3.78979752786781e-07
-12.75;7.71454613076278e-08;3.85184131214853e-07
-12.740625;6.64252907512387e-08;3.93564188081474e-07
-12.73125;5.86155672731064e-08;4.04001420908003e-07
-12.721875;5.37388040397901e-08;4.16363321056182e-07
-12.7125;5.17958609048899e-08;4.30504260729844e-07
-12.703125;5.27656976994889e-08;4.46266496882516e-07
-12.69375;5.66053337778662e-08;4.63481287014136e-07
-12.684375;6.32499947994967e-08;4.81970112419834e-07
-12.675;7.26134583511641e-08;5.01545986935632e-07
-12.665625;8.4588588683812e-08;5.22014852112985e-07
-12.65625;9.90480620711029e-08;5.43177043873345e-07
-12.646875;1.15845265922258e-07;5.64828808014826e-07
-12.6375;1.3481537809218e-07;5.86763868818792e-07
-12.628125;1.55776611238212e-07;6.08775028424304e-07
-12.61875;1.78531602902488e-07;6.30655776098842e-07
-12.609375;2.02868955583087e-07;6.52201910254446e-07
-12.6;2.2856490260092e-07;6.73213148641417e-07
-12.590625;2.55385090838929e-07;6.93494710683933e-07
-12.58125;2.83086456928093e-07;7.12858868845544e-07
-12.571875;3.11419199403796e-07;7.31126448486576e-07
-12.5625;3.40128802314319e-07;7.48128258645498e-07
-12.553125;3.68958122210951e-07;7.63706459122579e-07
-12.54375;3.97649494905634e-07;7.7771582500843e-07
-12.534375;4.25946868533018e-07;7.90024932857809e-07
-12.525;4.53597918095507e-07;8.00517213143332e-07
-12.515625;4.80356150297993e-07;8.09091914368075e-07
-12.50625;5.05982953647239e-07;8.15664912233719e-07
-12.496875;5.30249604976484e-07;8.20169408099332e-07
-12.4875;5.52939183111644e-07;8.22556473074921e-07
-12.478125;5.73848407050871e-07;8.2279545613137e-07
-12.46875;5.92789345029583e-07;8.20874235995926e-07
-12.459375;6.09591021639249e-07;8.16799327522334e-07
-12.45;6.2410086798743e-07;8.10595833888478e-07
-12.440625;6.36186032697426e-07;8.02307244337916e-07
-12.43125;6.4573452468679e-07;7.91995080154638e-07
-12.421875;6.52656188944439e-07;7.79738397722754e-07
-12.4125;6.56883489694969e-07;7.65633131966454e-07
-12.403125;6.58372115459809e-07;7.49791312496853e-07
-12.39375;6.57101389191024e-07;7.32340144765144e-07
-12.384375;6.53074469845369e-07;7.13420951785804e-07
-12.375;6.46318361811551e-07;6.93188008108635e-07
-12.365625;6.36883721401921e-07;6.71807264223022e-07
-12.35625;6.24844463125685e-07;6.49454963545752e-07
-12.346875;6.10297159168537e-07;6.26316178651207e-07
-12.3375;5.93360265364012e-07;6.02583272331655e-07
-12.328125;5.74173136768392e-07;5.78454284789199e-07
-12.31875;5.52894882562705e-07;5.54131285165877e-07
-12.309375;5.29703036978739e-07;5.29818670650038e-07
-12.3;5.04792084567189e-07;5.05721460185254e-07
-12.290625;4.78371824875168e-07;4.8204356082505e-07
-12.28125;4.50665614772169e-07;4.58986057504149e-07
-12.271875;4.2190848199976e-07;4.36745508231475e-07
-12.2625;3.92345145342576e-07;4.15512284598992e-07
-12.253125;3.62227938874709e-07;3.95468953368944e-07
-12.24375;3.31814676638682e-07;3.76788725421915e-07
-12.234375;3.01366449049202e-07;3.59633968480331e-07
-12.225;2.71145413035912e-07;3.44154825490716e-07
-12.215625;2.41412540287833e-07;3.30487913267483e-07
-12.20625;2.1242538911199e-07;3.18755143024767e-07
-12.196875;1.84435894257277e-07;3.09062659039052e-07
